Clave,Descripción,Línea,Existencias,Modelo,Talla,Color,Cuenta contable,Clave alterna
INSTRUMENTAL-058,GRADILLA P/90 TUBOS PLATICO,INSTR,4,,,,,
INSTRUMENTAL-057,MICROTUBOS 15ML CLARO CASE C/500,INSTR,0,,,,,
INSTRUMENTAL-056,COLLAR NAYLON VARIAS MEDIDAS,INSTR,0,,,,,
INSTRUMENTAL-055,JUEGO DE LETRAS A-Z  3/8,INSTR,2,,,,,
INSTRUMENTAL-054,MAMILA P/CHIVO,INSTR,37,,,,,
INSTRUMENTAL-053,AGUJA ALUMINIO DIFERENTES MEDIDAS,INSTR,"37,930.00",,,,,
INSTRUMENTAL-052,COLLAR EXTRA NAYLON / MASTER,INSTR,0,,,,,
INSTRUMENTAL-051,AGUJA EUROPLEX 16X1 - 16X3/4 - 16X1/2,INSTR,973,,,,,
INSTRUMENTAL-048,JERINGA AMERICAN 20-10 ML C/DO1FICADOR,INSTR,16,,,,,
INSTRUMENTAL-047,AGUJA DESECHABLE,INSTR,"18,106.00",,,,,
INSTRUMENTAL-046,AGUJA VENOJET- VACUTAINER 21 X 1/2,INSTR,"4,851.00",,,,,
INSTRUMENTAL-045,JERINGA DES. 3 ML.,INSTR,"6,557.00",,,,,
INSTRUMENTAL-044,JERINGA DES.  5 ML,INSTR,"5,422.00",,,,,
INSTRUMENTAL-043,JERINGA DESECH. 20 ML,INSTR,"4,315.00",,,,,
INSTRUMENTAL-042,JERINGA DESECH. 10 ML.,INSTR,"7,259.00",,,,,
INSTRUMENTAL-041,JERINGA EUROPLEX 30 ML.,INSTR,0,,,,,
INSTRUMENTAL-040,JERINGA EUROPLEX 20 ML. REUSABLE,INSTR,0,,,,,
INSTRUMENTAL-039,JERINGA EUROPLEX 10 ML. REUSABLE,INSTR,0,,,,,
INSTRUMENTAL-038,JERINGA HEGGOLINE 20 ML REUSABLE,INSTR,1,,,,,
INSTRUMENTAL-037,TUBO P/CENTRIFUGA 50ML ESTERIL/TAPA C/25,INSTR,0,,,,,
INSTRUMENTAL-036,JERINGA AUTOMATICA 5 ML PLASTICO C/MANGU,INSTR,0,,,,,
INSTRUMENTAL-035,LAZA TROMPAS - SUJETADOR PARA CERDO,INSTR,0,,,,,
INSTRUMENTAL-034,JERINGA AUTOMATICA 5ML PORTA-FRASCOS,INSTR,2,,,,,
INSTRUMENTAL-032,COLLAR PIEL # 6,INSTR,0,,,,,
INSTRUMENTAL-030,JUEGO DE NUMEROS 5/16 (0-9),INSTR,0,,,,,
INSTRUMENTAL-028,EQUIPO INTRAVENOSO REUSABLE,INSTR,2,,,,,
INSTRUMENTAL-026,VARILLA PARA ARREADOR #32  12511,INSTR,0,,,,,
INSTRUMENTAL-024,MANGO P BISTURI,INSTR,6,,,,,
INSTRUMENTAL-022,TUBO TAPON DORADO 5ML C/GEL C/100 PZS,INSTR,0,,,,,
INSTRUMENTAL-021,PECHERA COMBINADA CHICA,INSTR,1,,,,,
INSTRUMENTAL-020,COLLAR CADENA CASTIGO #5 MM,INSTR,4,,,,,
INSTRUMENTAL-019,ARREADOR RECARGABLE C/VARILLA,INSTR,4,,,,,
INSTRUMENTAL-018,MANGO P/ARREADOR 44,INSTR,1,,,,,
INSTRUMENTAL-017,PINZA CASTRADORA BANDA,INSTR,7,,,,,
INSTRUMENTAL-016,PINZA NARIGUERA  CON CADENA,INSTR,4,,,,,
INSTRUMENTAL-015,PIPETA C 25 PZA,INSTR,7,,,,,
INSTRUMENTAL-014,EQUIPO INTRAVENOSO ECON.,INSTR,0,,,,,
INSTRUMENTAL-013,CADENA #  5 MM,INSTR,3,,,,,
INSTRUMENTAL-012,CAJA TRANSPORTADORA PERRO,INSTR,0,,,,,
INSTRUMENTAL-011,TUBO INFUSION (E5)  TIRALECHE,INSTR,86,,,,,
INSTRUMENTAL-009,JERINGA DE 1 ML MARCA TERUMO,INSTR,"4,306.00",,,,,
INSTRUMENTAL-007,ASAS PARA CABLE / MANGO SIERRA LIZ,INSTR,0,,,,,
INSTRUMENTAL-006,JERINGA HEGGOLINE 10 ML REUSABLE,INSTR,15,,,,,
INSTRUMENTAL-004,ARGOLLA P TORO,INSTR,1,,,,,
INSTRUMENTAL-003,PINZA MUESCADORA,INSTR,2,,,,,
INSTRUMENTAL-002,BANDA LIGA CASTRADORA (BOLSA),INSTR,67,,,,,
INSTRUMENTAL,AGUJA TROCAR,INSTR,5,,,,,
INSTRUM-188,JERINGA 50ml C/DOSIFICADOR,INSTR,0,,,,,
INSTRUM-113,TAPA SUC,,0,,,,,
INSECTICIDA-085,DAGGER 100 GR,INSEC,181,,,,,7503007072351
INSECTICIDA-081,ANTEX TARRO 75 GR,INSEC,100,,,,,7503007072375
INSECTICIDA-080,AGROCIN 1 LTO,INSEC,0,,,,,
INSECTICIDA-075,RAT KILL SOBRE,INSEC,550,,,,,
INSECTICIDA-074,PASTAR D 20 LTS,INSEC,0,,,,,
INSECTICIDA-068,KORTE 500ML,INSEC,4,,,,,
INSECTICIDA-067,DAGGER TARRO 1 KG,INSEC,0,,,,,
INSECTICIDA-059,FOLEY MAX 1.5% 1 KG,DRAGO,0,,,,,
INSECTICIDA-058,FAENA FUERTE 1 LTS.,INSEC,298,,,,,
INSECTICIDA-057,FAENA FUERTE 10 LTS.,INSEC,5,,,,,
INSECTICIDA-056,DAGGER SOBRE 20 GR,INSEC,385,,,,,7503007072368
INSECTICIDA-055,RAT KILL PASTA 40 G,INSEC,10,,,,,
INSECTICIDA-048,CYTRIN 950 ML,INSEC,26,,,,,
INSECTICIDA-042,FAENA 10 LTS.,INSEC,2,,,,,
INSECTICIDA-030,RAT KILL TRAPPER C/2 CHAROLAS GDE.,INSEC,47,,,,,7502242342229
INSECTICIDA-029,TROMPA 100 GR.,INSEC,118,,,,,7503007072078
INSECTICIDA-027,ANTEX 227 GR. 5 LBS,INSEC,137,,,,,7503007072108
INSECTICIDA-025,TROMPA GARRAFA 454 GRS,INSEC,109,,,,,7503007072085
INSECTICIDA-019,SANGHA GEL 30 GR,INSEC,306,,,,,7503007072061
INSECTICIDA-013,CYBOR 40 PH 10 GR,INSEC,24,,,,,7503007072016
INSECTICIDA-008,TRONADOR 1 LTO,INSEC,0,,,,,
INSECTICIDA-006,FAENA NORMAL 1 LTO,INSEC,99,,,,,
INSECTICIDA-005,SIROCO 240ML,INSEC,43,,,,,
INSECTICIDA-003,CEREATION 1 KG FOLEY,INSEC,153,,,,,
INSECTICIDA-002,TORDON XT  1  LTO,INSEC,118,,,,,
INSECTICIDA-001,TORDON XT 10 LT,INSEC,0,,,,,
INNOPHARMA-048,TERBIGERM P 120 C/ATOMIZADOR  N0182,INNOP,215,,,,,7506348800577
INNOPHARMA-047,INMUNOVET GEL 50ML ORAL N0065,INNOP,334,,,,,7506348800300
INNOPHARMA-046,KALMAX 20MG ORAL CAJA C/10 TABLETAS,INNOP,176,,,,,
INNOPHARMA-045,DOLFENO 120MG CAJA C/20,INNOP,128,,,,,N0253
INNOPHARMA-044,DOLO-FEBRE TAB. C/15 150mg,INNOP,156,,,,,N0366
INNOPHARMA-043,TOLEDINN 50 ML,INNOP,128,,,,,N0172
INNOPHARMA-042,BIMUXIL PASTA ORAL JERINGA,INNOP,0,,,,,
INNOPHARMA-041,HIALUDOL 4ML,INNOP,27,,,,,N0954
INNOPHARMA-040,FUNGOFLUX TAB C/14,INNOP,103,,,,,N0207
INNOPHARMA-039,CLEMASTINE TAB C/20,INNOP,177,,,,,
INNOPHARMA-038,CEFALAX -50 50ML INY N0187,INNOP,61,,,,,N0187
INNOPHARMA-037,CEFALAX 10ML,INNOP,89,,,,,7506348800287
INNOPHARMA-036,CEFALAX-S SOL  50ML N0328,INNOP,48,,,,,
INNOPHARMA-035,-----SILIPROTEC NATURAL 100MG,INNOP,0,,,,,
INNOPHARMA-034,------INMUNO-VET 250MG    50ML,INNOP,0,,,,,
INNOPHARMA-033,SPIRUVET C/60 TAB,INNOP,194,,,,,7506348800317
INNOPHARMA-032,ULCETRAT 50MG CJA C/10 TABLETAS,INNOP,119,,,,,
INNOPHARMA-031,PRE&PROBIOS  SOBRE C/3GR ORAL N0955,INNOP,"2,605.00",,,,,7506348800249
INNOPHARMA-030,ULCETRAT 10MG C/10 TAB,INNOP,87,,,,,N0315
INNOPHARMA-029,TERBIGERM OTICO TUBO 15 GR N0149,INNOP,37,,,,,7506348800188
INNOPHARMA-028,TERBIGERM 120 C/ATOMIZADOR ML N0180,INNOP,163,,,,,N0180
INNOPHARMA-026,CLINDAFUR-S 30 ML ORAL N0320,INNOP,145,,,,,N0320
INNOPHARMA-025,ONDANTRON 50ML INY,INNOP,16,,,,,N0321
INNOPHARMA-024,ONDANTRON 10ML,INNOP,7,,,,,
INNOPHARMA-023,NEODERM POL (TUBO CON 30 GR) TOP,INNOP,137,,,,,7506348800096
INNOPHARMA-022,MARBOREN TAB. CJA C/BLISTER C/10 ORAL,INNOP,82,,,,,
INNOPHARMA-021,KALMAX 10MG ORAL CJA. C/10TAB N0523,INNOP,165,,,,,
INNOPHARMA-020,CLOSBUTIL POL SOBRES C/5G ORAL,INNOP,431,,,,,N0380
INNOPHARMA-019,CLINDAFUR SOL. INY. 25ML N0319,INNOP,34,,,,,7506348800027
INNOPHARMA-018,CIS-A-PRID SUSP. CJA C/FCO. 20ML,INNOP,140,,,,,N0358
INNOPHARMA-017,BRONAVERIO TAB CAJA 20 TAB. ORAL,INNOP,159,,,,,N0339
INNOPHARMA-016,BISMUXIL-P POLVO CAJA C/3 SOB. 15GR,INNOP,118,,,,,N0733
INNOPHARMA-015,AZITRO-VET CAJA C/FCO P/30ML ORAL,INNOP,179,,,,,7506348800430
INNOPHARMA-014,SUCRALVET GEL JGA.30ML N0352,INNOP,73,,,,,N0352
INNOPHARMA-013,SUCRALVET GEL JERINGA 15ML N0353,INNOP,372,,,,,N0353
INNOPHARMA-012,RESVEFLEX P TAB CJA. C/100,INNOP,220,,,,,7506348800522
INNOPHARMA-011,NIXOREN-150 CAJA C/20 TAB. ORAL,INNOP,24,,,,,
INNOPHARMA-010,NIXOREN CJA. X/20 TAB.,INNOP,166,,,,,
INNOPHARMA-009,TERBIGERM SHAMPOO FCO. 250ML TÓPICO,INNOP,31,,,,,
INNOPHARMA-008,SILIPROTEC FCO. 60 TABLETAS N0193,INNOP,484,,,,,7506348800461
INNOPHARMA-007,PROTOZOL-S FCO 120ML,INNOP,49,,,,,7506348800409
INNOPHARMA-006,MELOXINN SOL CJA. FCO 30ML. INY N0076,INNOP,0,,,,,N0076
INNOPHARMA-005,INNOPRAMID GOTAS FCO. 25ML,INNOP,79,,,,,7506348800423
INNOPHARMA-004,DOLFENO 80MG CAJA C/20,INNOP,162,,,,,N0252
INNOPHARMA-003,DOLFENO 40MG CAJA C/20 N0251,INNOP,150,,,,,7506348800034
INNOPHARMA-002,CLINDASERIN GEL CAJA C/TUBO C/30G TOP,INNOP,127,,,,,N0059
INNOPHARMA-001,BISMUXIL PET´S PASTA ORAL  JGA/30ML N000,INNOP,217,,,,,7506348800324
HOLLIDAY-009,TOTAL FULL 60 KG 1 BLISTIER C/3 COMP,HOLLI,10,,,,,
HOLLIDAY-008,TOTAL FULL 20 KG 1 BLIDTIER 2 COMP,HOLLI,22,,,,,
HOLLIDAY-007,TOTAL FULL 10 KG BLISTIER C/2 COMP,HOLLI,18,,,,,
HOLLIDAY-006,ENZIMAX 2 BLISTIER C/7 COMP,HOLLI,18,,,,,
HOLLIDAY-005,PIMOCARD 5 20 TABS,HOLLI,12,,,,,
HOLLIDAY-004,PIMOCARD 2.5 20 TABLETAS,HOLLI,11,,,,,
HOLLIDAY-003,PIMOCARD 1.25 20 TABLETAS,HOLLI,6,,,,,
HOLLIDAY-002,IQ 180 3 BLISTIER C/7 COMP,HOLLI,18,,,,,
HOLLIDAY-001,TOTAL FULL CG 150 ML  55010,HOLLI,4,,,,,
HOLLAND-075,PARVOMUNE 1 DS,HOLLA,216,,,,,
HOLLAND-074,SPECTRUM ENROFLOXACINA 150MG,HOLLA,31,,,,,
HOLLAND-073,ABSORBINE ULTRASHIELD 3.78L,HOLLA,1,,,,,
HOLLAND-072,CANOPLEX JR 30 TAB,HOLLA,22,,,,,7502276570230
HOLLAND-071,CANOPLEX CALCIO AD3 30 TABLETAS,HOLLA,26,,,,,7503002113035
HOLLAND-070,----FOLIPLEX SPRAY 150ML,HOLLA,10,,,,,
HOLLAND-069,RABIMUNE 1DS,HOLLA,185,,,,,
HOLLAND-068,CANOMUNE PUPPY DH2PPI+L4,HOLLA,221,,,,,
HOLLAND-067,CANOMUNE PUPPY 1 DS DHA2PPI,HOLLA,126,,,,,
HOLLAND-066,CANOMUNE PUPPY DP,HOLLA,139,,,,,
HOLLAND-065,FOLIPLEX SHAMPOO 350ML,HOLLA,9,,,,,7502276570896
HOLLAND-064,FLOLIPLEX SHAMPOO 250 ML,HOLLA,0,,,,,
HOLLAND-063,RX SPECTRUM CLINDAMICINA SOL 25ML,HOLLA,29,,,,,7503002113462
HOLLAND-062,RX GASTROPLEX 20MG 14TAB,HOLLA,74,,,,,7503002113783
HOLLAND-061,SPECTRUM ENROFLOXACINA 50MG TABLETAS,HOLLA,37,,,,,7503002113905
HOLLAND-060,DERMOPLEX 30 TABS,HOLLA,71,,,,,7502276570308
HOLLAND-059,PRAMOXINE MAX SPRAY 150ML,HOLLA,41,,,,,
HOLLAND-058,RX CANOPLEX AGS 30 TAB,HOLLA,146,,,,,7502276570223
HOLLAND-057,SPECTRUM AMOXI 250 MG ACIDO CLAV 20 TAB.,HOLLA,121,,,,,7502276570995
HOLLAND-056,SPECTRUM CLINDAMICINA 125MG TABLETAS,HOLLA,90,,,,,7503002113493
HOLLAND-055,SPECTRUM CLINDAMICINA 20 TAB. 25MG TABLE,HOLLA,90,,,,,7503002113479
HOLLAND-054,VERMIPLEX COX SUSP. 50ML,HOLLA,107,,,,,
HOLLAND-053,VERMIPLEX MAX C/2 TAB,HOLLA,300,,,,,7502276570544
HOLLAND-052,SHAMPOO LASSY NEUTRO 350ML,HOLLA,44,,,,,7502276570636
HOLLAND-051,SPECTRUM ENROFLOXACINA  SUSP. 40ML,HOLLA,23,,,,,7503002113936
HOLLAND-050,CLOREXIDERM MAX SPRAY 150ML,HOLLA,23,,,,,7502276570667
HOLLAND-049,TOPLEX 60GM POMADA,HOLLA,61,,,,,7503002113769
HOLLAND-048,RELAXICAM SUSP 10ML,HOLLA,239,,,,,7502276570728
HOLLAND-047,DERMOPLEX CREMA 60GR,HOLLA,82,,,,,7503002113776
HOLLAND-046,OTIPLEX PLUS 20 ML.,HOLLA,309,,,,,7503002113714
HOLLAND-045,SPECTRUM CEFALEXINA 600MG TABLETAS,HOLLA,28,,,,,7503002113844
HOLLAND-044,SPECTRUM CLINDAMICINA 50MG TABLETAS,HOLLA,70,,,,,
HOLLAND-043,SPECTRUM CIPROFLOXACINA-METRONIDAZOL 700,HOLLA,66,,,,,
HOLLAND-042,MICOPLEX MAX SPRAY 150ML,HOLLA,37,,,,,7502276570674
HOLLAND-041,OMEGADERM SHAMPOO 350ML,HOLLA,11,,,,,7503002113790
HOLLAND-040,CLOREXIDERM MAX SHAMPOO 350ML,HOLLA,98,,,,,7502276570698
HOLLAND-039,PRAMOXINE MAX SHAMPOO 350ML,HOLLA,49,,,,,7502276570711
HOLLAND-038,MICOPLEX MAX SHAMPOO,HOLLA,213,,,,,
HOLLAND-037,MULTIVITAMINICO LASSY 30TAB,HOLLA,135,,,,,
HOLLAND-036,SULFAMETAXASOL-TRIMETROPIM SUSP. 60 ML,HOLLA,69,,,,,7502276570209
HOLLAND-035,SPECTRUM AMOXICILINA CLAVULA SUSP.30 ML,HOLLA,362,,,,,7503002113943
HOLLAND-034,VERMIPLEX PUPPY SPECTRA 10ML,HOLLA,111,,,,,
HOLLAND-033,VERMIPLEX PLUS 30 KG CARTERA C/2 TAB.,HOLLA,548,,,,,7502276570100
HOLLAND-032,SHAMPOO LASSY MEDICADO,HOLLA,166,,,,,7502276570599
HOLLAND-031,VERMIPLEX PUPPY 5 kg  CARTERA C/6 TABLET,HOLLA,"1,166.00",,,,,7502276570162
HOLLAND-030,RELAXICAM 1 MG C/30 TAB,HOLLA,28,,,,,
HOLLAND-029,EAR CLEAN 150 ML,HOLLA,135,,,,,7503002113530
HOLLAND-028,ABSORBINE ULTRASHIELD EX 946,HOLLA,1,,,,,
HOLLAND-027,SPECTRUM AMOXICILINA AC CLAV 500MG 20TAB,HOLLA,59,,,,,7502276571008
HOLLAND-026,SPECTRUM DOXICICLINA 50 MG TABLETAS,HOLLA,80,,,,,7503002113028
HOLLAND-025,BACTODERM SHAMPOO 350 ML,HOLLA,108,,,,,7503002113417
HOLLAND-023,CARTIPLEX 30 TAB,HOLLA,82,,,,,7503002113578
HOLLAND-022,NUTRIPLEX GEL 120 GR,HOLLA,109,,,,,7503002113721
HOLLAND-021,SHAMPOO LASSY INSECTICIDA 350 ML,HOLLA,144,,,,,
HOLLAND-020,SPECTRUM CEFALEXINA 300 MG TABLETAS,HOLLA,140,,,,,
HOLLAND-019,SPECTRUM CEFALEXINA 150 MG TABLETAS,HOLLA,61,,,,,7503002113820
HOLLAND-018,SPECTRUM CEFALEXINA 75 MG TABLETAS,HOLLA,85,,,,,
HOLLAND-017,MICOPLEX PLUS SHAMPOO 350 ML,HOLLA,131,,,,,7502276570704
HOLLAND-016,SHOW SHEEN 946ML,HOLLA,8,,,,,
HOLLAND-015,---SPECTRUM AMOX-AC CLAVULA 250 MG 20TAB,HOLLA,0,,,,,
HOLLAND-014,EQUIPLEX RED CELL 946 ML,HOLLA,0,,,,,
HOLLAND-013,SPECTRUM DOXICICLINA 100 MG TABLETAS,HOLLA,48,,,,,7503002113011
HOLLAND-012,SPECTRUM DOXICICLINA 250 MG TABLETAS,HOLLA,109,,,,,7503002113004
HOLLAND-011,ABSORBINE LINIMENTO 946ML,HOLLA,27,,,,,311444026052
HOLLAND-010,VERMIPLEX PUPPY SUSP 120 ML,HOLLA,143,,,,,7503002113516
HOLLAND-009,SPECTRUM AMOXICILINA-AC CLAV 50MG 20 TAB,HOLLA,133,,,,,7502276571015
HOLLAND-008,VERMIPLEX PUPPY SUSP 40 ML,HOLLA,507,,,,,
HOLLAND-007,JABON LASSY MEDICADO 100 GRS,HOLLA,223,,,,,7503002113059
HOLLAND-006,VERMIPLEX PLUS 10 KG CARTERA C/2 TABLET,HOLLA,571,,,,,7502276570124
HOLLAND-005,POLVO ANTI PULGAS LASSY 100 GRS TETRACLO,HOLLA,165,,,,,7503002113073
HOLLAND-004,ABSORBINE SUPERPOO 946 ML,HOLLA,80,,,,,311444066027
HOLLAND-003,JABON LASSY INSECTICIDA 100 GRS,HOLLA,289,,,,,7503002113042
HOLLAND-002,FLAGYPLEX 60 ML,HOLLA,68,,,,,7502276570445
HOLLAND-001,ABSORBINE LINIMIENTO 473 ML,HOLLA,310,,,,,311444026045
HERRAMINTA-020,AZADON A 3M C MANGO,HERRA,0,,,,,
HERRAMIENTA-061,RASTRILLO 14 DIENTES,FERRE,0,,,,,
HERRAMIENTA-036,LIMA MOTOSIERRA,,0,,,,,
HERRAMIENTA-033,LIMA TRIANGULO NICHOLSON #6,FERRE,38,,,,,
HERRAMIENTA-015,MANGO P/AZADON  M3-AL  MGA-AL 122 CM TRU,FERRE,0,,,,,
HERRAMIENTA-009,CAVADOR CA-38 AGRICOLA TRUPER,FERRE,1,,,,,
HERRAMIENTA-006,MACHETE NATURAL GAVILAN 26 22,FERRE,42,,,,,
HERRAMIENTA-005,MACHETE TRUPER,,0,,,,,
HERMO-002,SANVIR PLUS 100 ML,HERMO,0,,,,,
HERMO-001,SANVIR PLUS 500 ML,HERMO,3,,,,,
HALVET-069,UNIMAST JERINGA 10 ML,HALVE,0,,,,,
HALVET-068,---FENIBAC 250ML,HALVE,0,,,,,
HALVET-067,FENIBAC 100ML,HALVE,0,,,,,
HALVET-066,ESCUDERM  100MG TABLETAS C/30,HALVE,12,,,,,7506342200175
HALVET-065,ORTOFEN 10 ML ***,HALVE,0,,,,,
HALVET-064,---ENROQUE-10 TABLETAS,HALVE,0,,,,,
HALVET-063,SHAMPOO TERZOO 250ML,HALVE,0,,,,,
HALVET-062,JABON TERZOO 80 GR,HALVE,0,,,,,
HALVET-061,ESCUDERM JABON 80 GR,HALVE,28,,,,,
HALVET-060,---DAMAX INY. 100 ML,HALVE,0,,,,,
HALVET-059,--ORTOFEN 25ML  ***,HALVE,0,,,,,
HALVET-058,ENROL-10 100ML,HALVE,0,,,,,
HALVET-057,---BRAVO 500 ML,HALVE,40,,,,,
HALVET-056,---BENDAVAL CON MIN. 1 LT.,HALVE,0,,,,,
HALVET-055,BRAVO 250 ML,HALVE,50,,,,,
HALVET-054,BENDAVAL 30 TAB,HALVE,0,,,,,
HALVET-053,---HALFIN 100 ML,HALVE,0,,,,,
HALVET-052,RESULVET 30 TAB,HALVE,0,,,,,
HALVET-051,RESPAIRE 30 TAB,HALVE,20,,,,,
HALVET-050,NEUTRAC 50 ML,HALVE,0,,,,,
HALVET-049,VITARE OMG FRASCO 60 ML,HALVE,8,,,,,
HALVET-048,VITARE TUBO 60GR,HALVE,10,,,,,7506342201271
HALVET-047,METRONID 30 TAB,HALVE,0,,,,,
HALVET-046,---ENROL C/ DIP. 30TAB,HALVE,0,,,,,
HALVET-045,---NEUTRAC 30 TAB.,HALVE,0,,,,,
HALVET-044,SHAMPOO TERZOO EQUINOS 1 LT,HALVE,0,,,,,
HALVET-043,---ORTOFEN 100ML ***,HALVE,0,,,,,
HALVET-041,DICLOFEN GOTAS 5 ML,HALVE,0,,,,,
HALVET-040,BRAVO BIG SPRAY 250ML,HALVE,27,,,,,7506342200069
HALVET-039,SEDALGESIC 100ML,HALVE,0,,,,,
HALVET-038,SEDALGESIC 25ML,HALVE,0,,,,,
HALVET-037,RESPIREN 10 ML,HALVE,0,,,,,
HALVET-036,OPTIGEN 5 ML,HALVE,2,,,,,
HALVET-035,BRONCOTRIM 100 ML,HALVE,0,,,,,
HALVET-034,BENDAVAL CON MIN 100ML,HALVE,1,,,,,
HALVET-033,ANIMOX SUSP. 15ML,HALVE,0,,,,,
HALVET-032,ESCUDERM SHAMPOO 250 ML,HALVE,10,,,,,7506342200113
HALVET-031,----CARPOTEC 25MG 20 TAB,HALVE,0,,,,,
HALVET-030,NEUTRAC 10 ML,HALVE,0,,,,,
HALVET-029,ENROL CON DIP 100 ML,HALVE,0,,,,,
HALVET-028,BENDAVAL GOTAS 18 ML,HALVE,21,,,,,7506342200243
HALVET-026,PRIMACORT 4 M,HALVE,0,,,,,
HALVET-025,ENROL CON DIP 25 ML,HALVE,0,,,,,
HALVET-024,---DAMAX INY. 25 ML,HALVE,0,,,,,
HALVET-023,DAMAX INY. 10 ML,HALVE,22,,,,,
HALVET-022,BRONYL 25 ML,HALVE,0,,,,,
HALVET-021,---BRONYL 10 ML,HALVE,0,,,,,
HALVET-020,BRONCOTRIM GOTERO 30 ML,HALVE,0,,,,,
HALVET-019,ANIMOX 30 TAB,HALVE,6,,,,,
HALVET-018,TOMO 1 LTO,HALVE,20,,,,,7506342200168
HALVET-017,ESCUDERM SPRAY,HALVE,143,,,,,7506342200182
HALVET-016,BRAVO SHAMPOO 200 ML,HALVE,38,,,,,7506342200014
HALVET-015,BRAVO JABON 80 GRS,HALVE,100,,,,,7506342200359
HALVET-014,BRAVO 100 ML,HALVE,104,,,,,7506342201233
HALVET-013,GOTIKAS 18 ML,HALVE,113,,,,,7506342200038
HALVET-012,EMETIN INY. 50 ML,HALVE,1,,,,,7506342200564
HALVET-011,VIRUSTAD 10 ML,HALVE,46,,,,,
HALVET-010,TOMO 60 ML,HALVE,105,,,,,7506342200045
HALVET-009,TOMO 100 ML,HALVE,114,,,,,7506342200137
HALVET-008,VIRUSTAD 100 ML,HALVE,81,,,,,7506342201097
HALVET-007,TOMO 250 ML,HALVE,65,,,,,7506342200052
HALVET-006,EMETIN INY. 10 ML,HALVE,14,,,,,
HALVET-005,VIRUSTAD 50 ML,HALVE,94,,,,,7506342201080
HALVET-004,BRAVO SPRAY 100 ML,HALVE,598,,,,,
HALVET-003,BRAVO 1 LTO,HALVE,432,,,,,
HALVET-002,BRAVO 4 LTS.,HALVE,19,,,,,
HALVET-001,ANABEN-4 20 ML.,HALVE,660,,,,,7506342200151
GRASA-002,GRASA CHA1S 3.6 KG.  SLUBE,GRASA,0,,,,,
GORTIER-002,HIDROPENIL DEXA 50 MILL,,0,,,,,
GORTIE-003,UTERPARTO 500ML,GORTI,123,,,,,
GORTIE-001,UTERPARTO 20 250 ML,GORTI,46,,,,,
FERRTERIA-049,MANGUERA MAN-25 X 1/2 P JARDIN,FERRE,0,,,,,
FERRETERIA-990,B.C.JET ECON .5HP 115V 7GPM-75FT,FERRE,0,,,,,
FERRETERIA-954,RAT-KILL TRAPER CHAROLA CHICA,FERRE,0,,,,,
FERRETERIA-951,ESCOBA DE VINIL TIPO CEPILLO,FERRE,0,,,,,
FERRETERIA-889,CHAMUSCADORA,,0,,,,,
FERRETERIA-884,BASCULA 10 KG. C/CHAROLA,FERRE,0,,,,,
FERRETERIA-838,ESCOBA 7 HILOS ESPIGA,FERRE,0,,,,,
FERRETERIA-835,POLIDUCTO NEGRO 3/4,FERRE,0,,,,,
FERRETERIA-828,CASCO UNIVERSAL TRUPER,FERRE,0,,,,,
FERRETERIA-802,BOMBA DE AGUA MOTOR DE GASOLINA 6.5 HP,FERRE,0,,,,,
FERRETERIA-777,TIJERA TICO 9 TRUPPER,,0,,,,,
FERRETERIA-720,CAMISA P/CABALLO,,0,,,,,
FERRETERIA-638,PLASTIACERO 5 MINUTOS,FERRE,0,,,,,
FERRETERIA-628,PINZA ELECTRICISTA 201-7,FERRE,0,,,,,
FERRETERIA-611,TALACHO TH-5MX C/HACHA C/MANGO TRUPER,FERRE,0,,,,,
FERRETERIA-558,JABON CALABAZA LIQUIDO 125 ML,FERRE,0,,,,,
FERRETERIA-549,TEE INSERCION,FERRE,0,,,,,
FERRETERIA-534,CALENTADOR P/AGUA TUBULAR,FERRE,0,,,,,
FERRETERIA-532,CENCERRO BRONCEADO #7 MEDIANO,FERRE,0,,,,,
FERRETERIA-523,MANGO P/HACHA MG-ML-LE 36 TRUPER,FERRE,0,,,,,
FERRETERIA-489,POLIDUCTO NEGRO 1 1/4   50 M,FERRE,0,,,,,
FERRETERIA-481,HACHA  C MANGO ENTERA,FERRE,0,,,,,
FERRETERIA-473,THERMOHILO BALERTWINE ROJO-BLANCO,FERRE,6,,,,,
FERRETERIA-460,POLIDUCTO NEGRO 1,FERRE,0,,,,,
FERRETERIA-455,TRAMPA PARA RATA TIPO JAULA,FERRE,0,,,,,
FERRETERIA-448,DESTORCEDOR D6 8 CM (K14) DE GANCHO,FERRE,0,,,,,
FERRETERIA-405,ABRAZADERA 1NFIN HS-06 1/2 A 7/8 IDEAL,FERRE,0,,,,,
FERRETERIA-404,TRAMPA PARA RATON TIPO JAULA,,0,,,,,
FERRETERIA-402,POLIDUCTO NEGRO 1 1/2C/50 M-. ROLLO,FERRE,0,,,,,
FERRETERIA-395,CANDADO FANNAL,FERRE,0,,,,,
FERRETERIA-341,POLIDUCTO PARA AGUA 2,FERRE,0,,,,,
FERRETERIA-337,VALVULA URREA DE BRONCE 1 S/FLOTADOR,FERRE,0,,,,,
FERRETERIA-330,VALVULA FLOTADOR AJUST. 1/2  13MM,FERRE,3,,,,,
FERRETERIA-317,FLEXOMETRO FH 3 MTS TRUPER,FERRE,0,,,,,
FERRETERIA-316,FLEXOMETRO 8MTS,FERRE,0,,,,,
FERRETERIA-297,PORRON INDUSTRIAL C/TAPA 20 LTS.,FERRE,0,,,,,
